;Zummi;Gruffi;Grammi;Tummi;Sunni;Cubbi;Sir Thornberry;Gusto;Chummi;Sir Gallant
725;Nie Widział;Widział;Widział;Widział;Widział;nan;nie widzial;Widział;Nie Widział;Widział
726;Widział;Widział;Nie Widział;Nie Widział;Widzial;Widział;nie widzial;Nie Widział;Widzi al;Widział
727;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widzi al;Widział;Nie Widział;Nie Widział
728;Nie Widział;Nie Widział;Nie Widział;nie;Nie Widział;Nie Widział;Widział;Widział;Widział;Nie Widział
729;Widzial;Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział
730;Nie Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Widział
731;Nie Widział;Widział;Widział;Widział;nie widzial;Widział;Widział;Nie Widział;nan;Widział
732;Widział;Widzi al;Widział;Nie Widział;Widział;Widział;Widział;Widział;Widział;Widzial
733;Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;nan;Widział;Widzial
734;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;nie
735;Nie Widział;Nie Widział;Nie Widział;nie widzial;Nie Widział;nan;Widział;Widział;Nie Widział;Nie Widział
736;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział
737;Nie Widział;Nie Widział;Nie Widział;nie widzial;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział
738;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Nie Widział;nan;nan
739;Nie Widział;Nie Widział;Nie Widział;nie widzial;Widział;tak;Nie Widział;Nie Widział;Nie Widział;Widzial
740;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;nan;Widział
741;Widział;Nie Widział;Nie Widział;Widzi al;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział
742;Nie Widział;Widział;Nie Widział;Nie Widział;nie;Widział;Widział;Nie Widział;Nie Widział;Widział
743;Nie Widział;Nie Widział;Nie Widział;Widzial;Nie Widział;nan;Widział;Nie Widział;Widział;nie widzial
744;Widział;Widział;Widział;Widział;Widział;nie widzial;Nie Widział;Widzial;Nie Widział;nie
745;Nie Widział;Widział;nan;Nie Widział;Widzial;Widział;Widział;Nie Widział;Nie Widział;Widzi al
746;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział
747;Widział;Widzial;Widział;Nie Widział;Widział;Widział;Widział;nie;Widział;Nie Widział
748;Nie Widział;Widział;Widział;Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;tak
749;Widział;nie widzial;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział
750;Widział;nie widzial;Nie Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział
751;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział
752;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Widział;Nie Widział
753;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział
754;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widzial;Nie Widział
755;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;tak;Nie Widział;Widział
756;Nie Widział;Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Widział
757;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Widział
758;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Widział;Widzial;Widział;Widział;Widział
759;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział
760;Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;nan;Widział
761;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział
762;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Widzial;Nie Widział;Widział;Nie Widział;Nie Widział
763;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;nie widzial;Nie Widział;Widział;Widział;Widzial
764;Widział;nie;Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;nie widzial
765;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;nan;Nie Widział
766;Widział;Nie Widział;nan;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widział
767;Widział;Widział;Widział;Widział;Nie Widział;nie widzial;Nie Widział;Nie Widział;Widział;Nie Widział
768;Nie Widział;Widział;Widział;Widział;Widział;Widział;Widział;Widział;Nie Widział;Widział
769;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widzial;Nie Widział;Widział
770;Nie Widział;Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;nie widzial
771;Widział;Widział;Widzi al;Widzial;Nie Widział;Widział;Widzial;Widział;Widział;Widział
772;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;tak
773;Nie Widział;Widział;Widzial;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Widział
774;Nie Widział;tak;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
775;Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;tak;nie widzial;Nie Widział
776;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Widział
777;Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;nan;Widział
778;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Widział
779;Nie Widział;Widział;Widział;nie;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział
780;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział
781;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widzial;Widział;Nie Widział;Widział;Nie Widział
782;Widział;Widzial;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;nie widzial;Nie Widział;Widzial
783;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział
784;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widzial;Widział;Widział
785;Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widzial
786;Nie Widział;Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;nie widzial;Nie Widział
787;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widzial;Widział;Nie Widział;Nie Widział;Nie Widział
788;nan;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział
789;Nie Widział;nie widzial;Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widzial;Nie Widział
790;Widział;Widział;Nie Widział;Nie Widział;nie;Nie Widział;Widział;Nie Widział;Widział;Nie Widział
791;Widział;Nie Widział;Widział;Widział;nan;Widział;Nie Widział;Nie Widział;Widział;Nie Widział
792;Nie Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
793;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;tak;Nie Widział;Nie Widział;Widział
794;Nie Widział;Nie Widział;Widział;Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział
795;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;nie widzial;Nie Widział;Nie Widział;Nie Widział;Nie Widział
796;Nie Widział;Nie Widział;Widzial;Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział
797;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Widzial;Nie Widział
798;Widział;Widział;Nie Widział;Nie Widział;Widział;nie widzial;nan;Widział;Widział;Widział
799;Widział;Nie Widział;Nie Widział;Widział;Widział;nan;Widział;Nie Widział;Nie Widział;Widział
800;Widział;Nie Widział;Nie Widział;Widział;nan;Nie Widział;Widział;Nie Widział;nie widzial;Widział
801;Nie Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Widział;Nie Widział
802;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widzi al;Widział;Nie Widział;Widział;Nie Widział
803;Widział;Nie Widział;Widział;tak;tak;Nie Widział;Widzial;Nie Widział;Nie Widział;Nie Widział
804;Nie Widział;Widział;Widział;Nie Widział;Widział;nie widzial;Nie Widział;Widział;Nie Widział;Widział
805;Widział;Widział;Widział;Nie Widział;nie;Nie Widział;Nie Widział;Widział;Nie Widział;Widział
806;Nie Widział;Widział;Widział;nie widzial;Widział;Widział;Nie Widział;Widział;Nie Widział;Widzial
807;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Widział;Widział;Widział;Nie Widział
808;Nie Widział;Widział;Nie Widział;Widzial;Nie Widział;Nie Widział;tak;Widział;Widział;Nie Widział
809;Nie Widział;Nie Widział;Widzial;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział
810;Widział;Widział;Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
811;Widział;Widzial;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;nie;tak
812;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział
813;Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział
814;Widzial;Nie Widział;Widział;Nie Widział;Widział;Widzial;Nie Widział;nie widzial;Nie Widział;Widział
815;Widzial;Widział;Widział;Widzial;Widział;Widział;Widział;Nie Widział;Widział;Widział
816;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział
817;Widział;Widzial;Widział;Nie Widział;Widział;Widział;Widział;Widział;Widział;Nie Widział
818;nan;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;nie widzial;Widział;Widział;nie widzial
819;Nie Widział;Widział;Widzial;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Widział
820;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;nan;Nie Widział;Nie Widział;Widział
821;Nie Widział;Widział;Widział;nan;Widział;Widzial;Nie Widział;Nie Widział;Widział;Nie Widział
822;Nie Widział;Widział;nie widzial;Nie Widział;Widzi al;Nie Widział;Widział;Widział;Widział;Widzial
823;Widział;Nie Widział;Nie Widział;Widzial;nie;nie widzial;Nie Widział;Widział;Widział;Nie Widział
824;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Widział;Nie Widział
825;Widział;Widział;Nie Widział;nan;Widział;Nie Widział;tak;Nie Widział;Nie Widział;Nie Widział
826;nie widzial;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział
827;Widział;nie widzial;Nie Widział;Widział;Widział;nie;Nie Widział;Widział;Nie Widział;nie widzial
828;Nie Widział;Nie Widział;Nie Widział;Nie Widział;nie widzial;Nie Widział;Widział;Widział;Nie Widział;Widział
829;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;nie widzial;Nie Widział;Nie Widział;Widział;Nie Widział
830;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział
831;nie widzial;Widzial;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział
832;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
833;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widzial
834;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Widział;Widział
835;Widział;Nie Widział;Widzi al;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział
836;Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Widział
837;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widzial;Nie Widział;Nie Widział;Widział
838;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Widział
839;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;nie widzial;Widział;Widział;Nie Widział;Nie Widział
840;Nie Widział;Nie Widział;nie;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział
841;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;nie widzial;Widział;Nie Widział
842;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział
843;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;tak;Widział;Nie Widział;Nie Widział
844;Nie Widział;Widział;Widział;Widział;Widział;nan;Nie Widział;Nie Widział;Widział;Nie Widział
845;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;tak;Nie Widział;Widział;Widział
846;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział
847;tak;Nie Widział;nie widzial;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział
848;Widział;Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział
849;Nie Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział
850;Widział;nie;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
851;Widział;Widział;nie;Nie Widział;Widział;Widział;Widział;Nie Widział;Widział;Nie Widział
852;Nie Widział;nie widzial;Nie Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział
853;Widział;nie widzial;Nie Widział;Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;nie widzial
854;tak;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział
855;Nie Widział;Widział;Nie Widział;Widzi al;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział
856;Widział;Widzial;Nie Widział;Nie Widział;nan;Widzi al;Nie Widział;Nie Widział;nie;Nie Widział
857;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział
858;Nie Widział;Nie Widział;Nie Widział;Widział;nie widzial;Widział;Nie Widział;Nie Widział;Widział;Widział
859;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział
860;tak;Widział;Nie Widział;Nie Widział;Widział;Widzial;nan;Nie Widział;Nie Widział;Widział
861;Nie Widział;Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Widzial;Nie Widział
862;Nie Widział;nie widzial;Nie Widział;Nie Widział;Widział;Widział;Widział;Widział;Nie Widział;Nie Widział
863;Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Widzial;Nie Widział;Widzi al
864;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Widział
865;tak;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział
866;Nie Widział;nan;Nie Widział;Widział;Nie Widział;tak;Nie Widział;nie;Nie Widział;Nie Widział
867;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;nie widzial;Nie Widział;Nie Widział;Nie Widział
868;tak;Widział;Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;nie;Widzial
869;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;tak;Widział;Widział;Nie Widział;Nie Widział
870;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział
871;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział
872;Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział
873;Nie Widział;Widział;Widział;nie widzial;Widział;Widział;Widzi al;Nie Widział;Nie Widział;Widział
874;Widział;Widział;Widział;Nie Widział;Widział;Widział;Widzial;Widzial;Widział;Widział
875;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
876;Widział;Widział;Widział;Widział;Widział;Widział;Nie Widział;Widział;Widział;Widział
877;Widział;nan;nie;nie widzial;Widział;Nie Widział;Nie Widział;Widzi al;Nie Widział;Nie Widział
878;Nie Widział;Nie Widział;Nie Widział;nie widzial;nie;Nie Widział;Nie Widział;Nie Widział;Widział;Widział
879;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;nan;nan;Nie Widział;Widział
880;Widział;nan;Widział;Widział;nie widzial;Nie Widział;Nie Widział;nie;Widział;Widział
881;Widział;Widzi al;Widział;Widział;Widział;Widział;Widział;Nie Widział;Widział;Widział
882;Widzial;Widział;Nie Widział;Widział;Widzial;nan;Widział;Nie Widział;Widział;Nie Widział
883;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;nie widzial
884;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widzial;Nie Widział;Nie Widział;Widział
885;Widział;nie widzial;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;nan;Nie Widział;Widział
886;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
887;Nie Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział
888;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział
889;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Widział
890;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział
891;Widział;Widział;Nie Widział;Nie Widział;Widzi al;Widział;Widział;Widzial;Nie Widział;nan
892;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;nie widzial;Widział;Widział
893;Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział
894;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;nie
895;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widzial;nie;Widział;Widział;Widział
896;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział
897;Nie Widział;Nie Widział;Widział;Widział;Widział;Widział;Nie Widział;nan;Widział;Widział
898;Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział
899;Widział;Nie Widział;nie;nie;Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział
900;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Widział;Widział;Nie Widział
901;Nie Widział;Widział;Nie Widział;Widzi al;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział
902;Widział;Widział;Widział;Widział;nie;Widział;Nie Widział;Widział;Nie Widział;Nie Widział
903;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;nie widzial
904;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Widzial;Nie Widział;Widział;Nie Widział
905;Widzial;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział
906;Nie Widział;Widział;Nie Widział;Nie Widział;Widzi al;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział
907;tak;Nie Widział;Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
908;Widział;nie widzial;tak;Nie Widział;Nie Widział;Widział;nie;Nie Widział;Widzial;Widział
909;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;Widział;Widział;Widział
910;Nie Widział;tak;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział
911;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział
912;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział
913;Nie Widział;Widział;nan;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
914;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział
915;Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Nie Widział;Widzi al
916;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;nie widzial;Nie Widział;Widział;Nie Widział
917;Widział;Widział;Nie Widział;nie;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Widzial
918;Nie Widział;Nie Widział;Widzi al;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział
919;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;nie widzial;Widział;Nie Widział;Nie Widział;Widział
920;Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Widział
921;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
922;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;nan;Nie Widział
923;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;Widział;Widział;Nie Widział
924;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widzi al;nan
925;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Widział
926;Nie Widział;Widzial;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widział
927;Widział;Nie Widział;Widział;nie widzial;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Widział
928;Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Widzial;Widzial;Nie Widział
929;Nie Widział;Widział;nie;nie;Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział
930;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Widział;Nie Widział
931;Nie Widział;Widział;Nie Widział;Widział;Widział;Nie Widział;Widzial;Widzi al;Widział;Nie Widział
932;Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;Widział;Widział;Widział;Widział
933;Widzial;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;nie widzial;Nie Widział
934;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;nan;Nie Widział;Nie Widział;Nie Widział;Widział
935;Nie Widział;Nie Widział;Nie Widział;Widzial;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział
936;Widział;Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;nie widzial;Widział;Widzial
937;Widział;Widział;Widział;Widział;tak;Widział;Widział;nie widzial;Widział;Nie Widział
938;Widział;Nie Widział;Widział;Widział;Nie Widział;Widzial;Nie Widział;Widział;nie widzial;Nie Widział
939;Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Widzial;Widział
940;Nie Widział;Widział;nie widzial;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział
941;nie widzial;Widział;Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Widział
942;tak;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział
943;Widział;Nie Widział;nie widzial;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
944;Widział;Nie Widział;Widzial;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
945;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Widzial;Nie Widział;Nie Widział;Nie Widział
946;Widzial;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
947;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;nie widzial;Widział;Widział;Widział
948;Nie Widział;Nie Widział;Widział;Widział;Widział;Widzial;Nie Widział;Nie Widział;Widział;Nie Widział
949;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;Nie Widział
950;Widział;Widział;nie;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział
951;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział
952;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;Widział;Widział;Nie Widział
953;Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział
954;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;nie
955;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział
956;Nie Widział;Widział;Nie Widział;Widzial;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział
957;Nie Widział;nie widzial;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;nie;Nie Widział
958;Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;nie widzial;Widział;Nie Widział;Nie Widział
959;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;Widział;Nie Widział;Widział
960;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Widzial;Widział;Nie Widział;Widział
961;Widzi al;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział
962;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
963;nie widzial;nan;nie;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział
964;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;nie widzial;tak;Nie Widział;Widział
965;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widzi al;Widział;Widział;Widział;Widział
